"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"JA000047420","NEMURO, JA","1932-02-06",,"-3.0","-9.4"
"JA000047420","NEMURO, JA","1932-02-07",,"-3.9","-11.0"
"JA000047420","NEMURO, JA","1932-02-08",,"-8.1","-10.3"
"JA000047420","NEMURO, JA","1932-02-09",,"-6.7","-13.5"
"JA000047420","NEMURO, JA","1932-02-10",,"-2.9","-11.7"
"JA000047420","NEMURO, JA","1932-02-11",,"2.0","-10.8"
"JA000047420","NEMURO, JA","1932-02-12",,"2.9","-6.8"
"JA000047420","NEMURO, JA","1932-02-13",,"4.8","-3.8"
"JA000047420","NEMURO, JA","1932-02-14",,"3.0","-2.0"
"JA000047420","NEMURO, JA","1932-02-15",,"1.0","-2.3"
"JA000047420","NEMURO, JA","1932-02-16",,"0.7","-2.9"
"JA000047420","NEMURO, JA","1932-02-17",,"-2.5","-7.7"
"JA000047420","NEMURO, JA","1932-02-18",,"-6.0","-8.5"
"JA000047420","NEMURO, JA","1932-02-19",,"-4.0","-9.5"
"JA000047420","NEMURO, JA","1932-02-20",,"-1.1","-10.2"
"JA000047420","NEMURO, JA","1932-02-21",,"-0.2","-5.6"
"JA000047420","NEMURO, JA","1932-02-22",,"1.0","-3.4"
"JA000047420","NEMURO, JA","1932-02-23",,"0.4","-3.4"
"JA000047420","NEMURO, JA","1932-02-24",,"-0.2","-3.4"
"JA000047420","NEMURO, JA","1932-02-25",,"1.9","-1.2"
"JA000047420","NEMURO, JA","1932-02-26",,"0.2","-1.6"
"JA000047420","NEMURO, JA","1932-02-27",,"-0.8","-4.9"
"JA000047420","NEMURO, JA","1932-02-28",,"-2.7","-8.8"
"JA000047420","NEMURO, JA","1932-02-29",,"1.4","-12.6"
"JA000047420","NEMURO, JA","1932-03-01",,"0.0","-6.6"
"JA000047420","NEMURO, JA","1932-03-02",,"-4.1","-10.1"
"JA000047420","NEMURO, JA","1932-03-03",,"0.7","-8.2"
"JA000047420","NEMURO, JA","1932-03-04",,"4.7","-8.0"
"JA000047420","NEMURO, JA","1932-03-05",,"5.3","-4.0"
"JA000047420","NEMURO, JA","1932-03-06",,"3.5","-2.0"
"JA000047420","NEMURO, JA","1932-03-07",,"1.4","-2.5"
"JA000047420","NEMURO, JA","1932-03-08",,"-1.8","-5.4"
"JA000047420","NEMURO, JA","1932-03-09",,"-2.5","-7.1"
"JA000047420","NEMURO, JA","1932-03-10",,"0.0","-7.5"
"JA000047420","NEMURO, JA","1932-03-11",,"4.1","-5.2"
"JA000047420","NEMURO, JA","1932-03-12",,"2.7","-2.8"
"JA000047420","NEMURO, JA","1932-03-13",,"2.9","0.5"
"JA000047420","NEMURO, JA","1932-03-14",,"3.9","-0.6"
"JA000047420","NEMURO, JA","1932-03-15",,"1.5","-1.9"
"JA000047420","NEMURO, JA","1932-03-16",,"2.4","-3.8"
"JA000047420","NEMURO, JA","1932-03-17",,"0.5","-5.1"
"JA000047420","NEMURO, JA","1932-03-18",,"2.4","-4.4"
"JA000047420","NEMURO, JA","1932-03-19",,"1.5","-3.9"
"JA000047420","NEMURO, JA","1932-03-20",,"1.7","-5.3"
"JA000047420","NEMURO, JA","1932-03-21",,"-1.0","-5.9"
"JA000047420","NEMURO, JA","1932-03-22",,"-2.8","-6.7"
"JA000047420","NEMURO, JA","1932-03-23",,"-3.6","-8.4"
"JA000047420","NEMURO, JA","1932-03-24",,"3.1","-7.1"
"JA000047420","NEMURO, JA","1932-03-25",,"1.7","-6.1"
"JA000047420","NEMURO, JA","1932-03-26",,"-0.5","-4.4"
"JA000047420","NEMURO, JA","1932-03-27",,"3.9","-2.6"
"JA000047420","NEMURO, JA","1932-03-28",,"5.9","-0.5"
"JA000047420","NEMURO, JA","1932-03-29",,"3.3","-2.0"
"JA000047420","NEMURO, JA","1932-03-30",,"2.0","-3.6"
"JA000047420","NEMURO, JA","1932-03-31",,"4.4","-4.9"
"JA000047420","NEMURO, JA","1932-04-01",,"8.2","-2.4"
"JA000047420","NEMURO, JA","1932-04-02",,"9.3","-1.9"
"JA000047420","NEMURO, JA","1932-04-03",,"4.1","-3.0"
"JA000047420","NEMURO, JA","1932-04-04",,"7.4","-1.2"
"JA000047420","NEMURO, JA","1932-04-05",,"3.4","-3.1"
"JA000047420","NEMURO, JA","1932-04-06",,"5.8","-3.0"
"JA000047420","NEMURO, JA","1932-04-07",,"5.7","-2.9"
"JA000047420","NEMURO, JA","1932-04-08",,"5.8","-2.1"
"JA000047420","NEMURO, JA","1932-04-09",,"3.2","-0.5"
"JA000047420","NEMURO, JA","1932-04-10",,"3.4","-2.2"
"JA000047420","NEMURO, JA","1932-04-11",,"4.4","-3.2"
"JA000047420","NEMURO, JA","1932-04-12",,"5.9","-0.1"
"JA000047420","NEMURO, JA","1932-04-13",,"3.2","0.0"
"JA000047420","NEMURO, JA","1932-04-14",,"4.2","0.2"
"JA000047420","NEMURO, JA","1932-04-15",,"4.9","-1.0"
"JA000047420","NEMURO, JA","1932-04-16",,"2.6","0.0"
"JA000047420","NEMURO, JA","1932-04-17",,"1.2","-0.5"
"JA000047420","NEMURO, JA","1932-04-18",,"1.7","-1.2"
"JA000047420","NEMURO, JA","1932-04-19",,"2.8","-0.3"
"JA000047420","NEMURO, JA","1932-04-20",,"10.1","1.8"
"JA000047420","NEMURO, JA","1932-04-21",,"3.2","1.0"
"JA000047420","NEMURO, JA","1932-04-22",,"4.1","0.5"
"JA000047420","NEMURO, JA","1932-04-23",,"4.4","-0.6"
"JA000047420","NEMURO, JA","1932-04-24",,"7.6","1.2"
"JA000047420","NEMURO, JA","1932-04-25",,"8.5","4.4"
"JA000047420","NEMURO, JA","1932-04-26",,"9.9","2.3"
"JA000047420","NEMURO, JA","1932-04-27",,"16.0","2.4"
"JA000047420","NEMURO, JA","1932-04-28",,"8.2","1.7"
"JA000047420","NEMURO, JA","1932-04-29",,"12.6","4.4"
"JA000047420","NEMURO, JA","1932-04-30",,"15.8","3.1"
"JA000047420","NEMURO, JA","1932-05-01",,"15.1","2.2"
"JA000047420","NEMURO, JA","1932-05-02",,"5.9","0.4"
"JA000047420","NEMURO, JA","1932-05-03",,"14.1","1.4"
"JA000047420","NEMURO, JA","1932-05-04",,"14.4","3.0"
"JA000047420","NEMURO, JA","1932-05-05",,"9.7","2.5"
"JA000047420","NEMURO, JA","1932-05-06",,"11.8","2.2"
"JA000047420","NEMURO, JA","1932-05-07",,"9.1","0.8"
"JA000047420","NEMURO, JA","1932-05-08",,"14.4","4.5"
"JA000047420","NEMURO, JA","1932-05-09",,"14.8","4.5"
"JA000047420","NEMURO, JA","1932-05-10",,"9.7","2.8"
"JA000047420","NEMURO, JA","1932-05-11",,"6.9","3.5"
"JA000047420","NEMURO, JA","1932-05-12",,"8.1","2.4"
"JA000047420","NEMURO, JA","1932-05-13",,"6.6","2.9"
"JA000047420","NEMURO, JA","1932-05-14",,"7.9","1.4"
"JA000047420","NEMURO, JA","1932-05-15",,"6.3","1.4"
"JA000047420","NEMURO, JA","1932-05-16",,"10.6","2.4"
"JA000047420","NEMURO, JA","1932-05-17",,"10.7","2.4"
"JA000047420","NEMURO, JA","1932-05-18",,"14.2","2.4"
"JA000047420","NEMURO, JA","1932-05-19",,"9.3","2.7"
"JA000047420","NEMURO, JA","1932-05-20",,"14.4","2.8"
"JA000047420","NEMURO, JA","1932-05-21",,"21.2","10.2"
"JA000047420","NEMURO, JA","1932-05-22",,"11.5","7.6"
"JA000047420","NEMURO, JA","1932-05-23",,"13.6","6.3"
"JA000047420","NEMURO, JA","1932-05-24",,"17.3","6.6"
"JA000047420","NEMURO, JA","1932-05-25",,"15.9","8.0"
"JA000047420","NEMURO, JA","1932-05-26",,"13.0","7.0"
"JA000047420","NEMURO, JA","1932-05-27",,"16.4","7.6"
"JA000047420","NEMURO, JA","1932-05-28",,"17.7","6.7"
"JA000047420","NEMURO, JA","1932-05-29",,"10.1","3.2"
"JA000047420","NEMURO, JA","1932-05-30",,"11.3","3.7"
"JA000047420","NEMURO, JA","1932-05-31",,"20.5","4.9"
"JA000047420","NEMURO, JA","1932-06-01",,"12.6","7.7"
"JA000047420","NEMURO, JA","1932-06-02",,"12.7","5.0"
"JA000047420","NEMURO, JA","1932-06-03",,"19.1","4.8"
"JA000047420","NEMURO, JA","1932-06-04",,"13.3","7.0"
"JA000047420","NEMURO, JA","1932-06-05",,"14.7","6.8"
"JA000047420","NEMURO, JA","1932-06-06",,"10.4","4.0"
"JA000047420","NEMURO, JA","1932-06-07",,"9.4","2.7"
"JA000047420","NEMURO, JA","1932-06-08",,"6.7","3.0"
"JA000047420","NEMURO, JA","1932-06-09",,"8.4","4.7"
"JA000047420","NEMURO, JA","1932-06-10",,"12.4","5.7"
"JA000047420","NEMURO, JA","1932-06-11",,"10.8","7.0"
"JA000047420","NEMURO, JA","1932-06-12",,"12.7","7.5"
"JA000047420","NEMURO, JA","1932-06-13",,"18.6","8.2"
"JA000047420","NEMURO, JA","1932-06-14",,"17.4","10.3"
"JA000047420","NEMURO, JA","1932-06-15",,"19.1","11.4"
"JA000047420","NEMURO, JA","1932-06-16",,"17.2","9.6"
"JA000047420","NEMURO, JA","1932-06-17",,"14.3","8.5"
"JA000047420","NEMURO, JA","1932-06-18",,"15.0","7.6"
"JA000047420","NEMURO, JA","1932-06-19",,"15.5","7.5"
"JA000047420","NEMURO, JA","1932-06-20",,"16.8","10.7"
"JA000047420","NEMURO, JA","1932-06-21",,"16.9","8.4"
"JA000047420","NEMURO, JA","1932-06-22",,"18.0","13.0"
"JA000047420","NEMURO, JA","1932-06-23",,"17.3","11.7"
"JA000047420","NEMURO, JA","1932-06-24",,"18.7","12.1"
"JA000047420","NEMURO, JA","1932-06-25",,"16.9","8.6"
"JA000047420","NEMURO, JA","1932-06-26",,"11.1","7.1"
"JA000047420","NEMURO, JA","1932-06-27",,"14.9","9.4"
"JA000047420","NEMURO, JA","1932-06-28",,"12.3","7.8"
"JA000047420","NEMURO, JA","1932-06-29",,"13.1","7.4"
"JA000047420","NEMURO, JA","1932-06-30",,"18.1","9.4"
"JA000047420","NEMURO, JA","1932-07-01",,"19.1","11.4"
"JA000047420","NEMURO, JA","1932-07-02",,"16.8","10.7"
"JA000047420","NEMURO, JA","1932-07-03",,"11.9","8.4"
"JA000047420","NEMURO, JA","1932-07-04",,"14.3","9.7"
"JA000047420","NEMURO, JA","1932-07-05",,"14.6","8.3"
"JA000047420","NEMURO, JA","1932-07-06",,"17.1","10.6"
"JA000047420","NEMURO, JA","1932-07-07",,"11.9","9.4"
"JA000047420","NEMURO, JA","1932-07-08",,"11.1","8.3"
"JA000047420","NEMURO, JA","1932-07-09",,"11.1","7.8"
"JA000047420","NEMURO, JA","1932-07-10",,"12.1","7.0"
"JA000047420","NEMURO, JA","1932-07-11",,"11.3","7.1"
"JA000047420","NEMURO, JA","1932-07-12",,"10.3","9.0"
"JA000047420","NEMURO, JA","1932-07-13",,"10.3","7.8"
"JA000047420","NEMURO, JA","1932-07-14",,"11.0","7.5"
"JA000047420","NEMURO, JA","1932-07-15",,"10.1","7.6"
"JA000047420","NEMURO, JA","1932-07-16",,"12.4","7.5"
"JA000047420","NEMURO, JA","1932-07-17",,"13.0","8.5"
"JA000047420","NEMURO, JA","1932-07-18",,"16.9","9.6"
"JA000047420","NEMURO, JA","1932-07-19",,"20.2","10.5"
"JA000047420","NEMURO, JA","1932-07-20",,"15.7","11.7"
"JA000047420","NEMURO, JA","1932-07-21",,"15.4","9.2"
"JA000047420","NEMURO, JA","1932-07-22",,"19.6","9.2"
"JA000047420","NEMURO, JA","1932-07-23",,"18.3","11.4"
"JA000047420","NEMURO, JA","1932-07-24",,"21.9","13.0"
"JA000047420","NEMURO, JA","1932-07-25",,"14.6","9.2"
"JA000047420","NEMURO, JA","1932-07-26",,"15.0","8.3"
"JA000047420","NEMURO, JA","1932-07-27",,"15.9","11.3"
"JA000047420","NEMURO, JA","1932-07-28",,"22.2","12.5"
"JA000047420","NEMURO, JA","1932-07-29",,"14.6","10.2"
"JA000047420","NEMURO, JA","1932-07-30",,"15.0","9.1"
"JA000047420","NEMURO, JA","1932-07-31",,"13.7","9.3"
"JA000047420","NEMURO, JA","1932-08-01",,"16.4","10.8"
"JA000047420","NEMURO, JA","1932-08-02",,"20.2","11.9"
"JA000047420","NEMURO, JA","1932-08-03",,"19.1","13.9"
"JA000047420","NEMURO, JA","1932-08-04",,"22.1","15.9"
"JA000047420","NEMURO, JA","1932-08-05",,"17.9","10.7"
"JA000047420","NEMURO, JA","1932-08-06",,"11.0","9.0"
"JA000047420","NEMURO, JA","1932-08-07",,"14.4","10.5"
"JA000047420","NEMURO, JA","1932-08-08",,"14.4","9.7"
"JA000047420","NEMURO, JA","1932-08-09",,"18.1","11.5"
"JA000047420","NEMURO, JA","1932-08-10",,"24.1","15.0"
"JA000047420","NEMURO, JA","1932-08-11",,"21.1","15.2"
"JA000047420","NEMURO, JA","1932-08-12",,"21.6","15.7"
"JA000047420","NEMURO, JA","1932-08-13",,"21.1","15.8"
"JA000047420","NEMURO, JA","1932-08-14",,"22.0","16.5"
"JA000047420","NEMURO, JA","1932-08-15",,"19.4","16.6"
"JA000047420","NEMURO, JA","1932-08-16",,"18.9","12.8"
"JA000047420","NEMURO, JA","1932-08-17",,"14.3","11.5"
"JA000047420","NEMURO, JA","1932-08-18",,"17.9","8.8"
"JA000047420","NEMURO, JA","1932-08-19",,"17.1","13.7"
"JA000047420","NEMURO, JA","1932-08-20",,"18.7","13.8"
"JA000047420","NEMURO, JA","1932-08-21",,"23.9","14.9"
"JA000047420","NEMURO, JA","1932-08-22",,"26.6","14.8"
"JA000047420","NEMURO, JA","1932-08-23",,"23.2","14.7"
"JA000047420","NEMURO, JA","1932-08-24",,"20.4","14.4"
"JA000047420","NEMURO, JA","1932-08-25",,"19.4","12.7"
"JA000047420","NEMURO, JA","1932-08-26",,"19.1","12.9"
"JA000047420","NEMURO, JA","1932-08-27",,"22.8","13.7"
"JA000047420","NEMURO, JA","1932-08-28",,"20.9","14.8"
"JA000047420","NEMURO, JA","1932-08-29",,"19.9","16.0"
"JA000047420","NEMURO, JA","1932-08-30",,"24.1","16.4"
"JA000047420","NEMURO, JA","1932-08-31",,"24.4","15.5"
"JA000047420","NEMURO, JA","1932-09-01",,"19.4","13.8"
"JA000047420","NEMURO, JA","1932-09-02",,"16.5","10.7"
"JA000047420","NEMURO, JA","1932-09-03",,"13.2","10.3"
"JA000047420","NEMURO, JA","1932-09-04",,"14.6","10.8"
"JA000047420","NEMURO, JA","1932-09-05",,"15.3","12.2"
"JA000047420","NEMURO, JA","1932-09-06",,"16.9","11.7"
"JA000047420","NEMURO, JA","1932-09-07",,"20.4","13.0"
"JA000047420","NEMURO, JA","1932-09-08",,"20.8","14.5"
"JA000047420","NEMURO, JA","1932-09-09",,"16.4","13.0"
"JA000047420","NEMURO, JA","1932-09-10",,"21.3","14.6"
"JA000047420","NEMURO, JA","1932-09-11",,"15.1","10.8"
"JA000047420","NEMURO, JA","1932-09-12",,"13.4","10.5"
"JA000047420","NEMURO, JA","1932-09-13",,"13.0","11.1"
"JA000047420","NEMURO, JA","1932-09-14",,"22.6","11.9"
"JA000047420","NEMURO, JA","1932-09-15",,"15.1","10.0"
"JA000047420","NEMURO, JA","1932-09-16",,"13.6","9.8"
"JA000047420","NEMURO, JA","1932-09-17",,"15.1","9.8"
"JA000047420","NEMURO, JA","1932-09-18",,"12.1","8.7"
"JA000047420","NEMURO, JA","1932-09-19",,"12.5","9.2"
"JA000047420","NEMURO, JA","1932-09-20",,"12.2","9.9"
"JA000047420","NEMURO, JA","1932-09-21",,"14.3","11.2"
"JA000047420","NEMURO, JA","1932-09-22",,"14.5","6.5"
"JA000047420","NEMURO, JA","1932-09-23",,"13.9","6.7"
"JA000047420","NEMURO, JA","1932-09-24",,"13.6","4.9"
"JA000047420","NEMURO, JA","1932-09-25",,"14.9","6.7"
"JA000047420","NEMURO, JA","1932-09-26",,"13.6","12.2"
"JA000047420","NEMURO, JA","1932-09-27",,"17.4","11.7"
"JA000047420","NEMURO, JA","1932-09-28",,"16.0","7.6"
"JA000047420","NEMURO, JA","1932-09-29",,"15.4","8.6"
"JA000047420","NEMURO, JA","1932-09-30",,"14.1","11.2"
"JA000047420","NEMURO, JA","1932-10-01",,"15.4","12.2"
"JA000047420","NEMURO, JA","1932-10-02",,"17.7","10.5"
"JA000047420","NEMURO, JA","1932-10-03",,"18.1","11.9"
"JA000047420","NEMURO, JA","1932-10-04",,"15.2","11.7"
"JA000047420","NEMURO, JA","1932-10-05",,"13.9","9.7"
"JA000047420","NEMURO, JA","1932-10-06",,"11.3","8.3"
"JA000047420","NEMURO, JA","1932-10-07",,"11.8","7.3"
"JA000047420","NEMURO, JA","1932-10-08",,"12.9","5.0"
"JA000047420","NEMURO, JA","1932-10-09",,"11.7","7.9"
"JA000047420","NEMURO, JA","1932-10-10",,"16.3","10.6"
"JA000047420","NEMURO, JA","1932-10-11",,"14.1","9.8"
"JA000047420","NEMURO, JA","1932-10-12",,"17.4","6.2"
"JA000047420","NEMURO, JA","1932-10-13",,"18.6","7.9"
"JA000047420","NEMURO, JA","1932-10-14",,"14.6","7.4"
"JA000047420","NEMURO, JA","1932-10-15",,"16.7","5.3"
"JA000047420","NEMURO, JA","1932-10-16",,"13.3","5.4"
"JA000047420","NEMURO, JA","1932-10-17",,"11.0","8.6"
"JA000047420","NEMURO, JA","1932-10-18",,"12.6","9.4"
"JA000047420","NEMURO, JA","1932-10-19",,"13.9","8.8"
"JA000047420","NEMURO, JA","1932-10-20",,"13.7","7.5"
"JA000047420","NEMURO, JA","1932-10-21",,"14.4","5.5"
"JA000047420","NEMURO, JA","1932-10-22",,"13.1","7.9"
"JA000047420","NEMURO, JA","1932-10-23",,"13.9","8.3"
"JA000047420","NEMURO, JA","1932-10-24",,"15.0","7.5"
"JA000047420","NEMURO, JA","1932-10-25",,"12.0","5.8"
"JA000047420","NEMURO, JA","1932-10-26",,"12.3","2.7"
"JA000047420","NEMURO, JA","1932-10-27",,"15.4","7.4"
"JA000047420","NEMURO, JA","1932-10-28",,"15.4","7.3"
"JA000047420","NEMURO, JA","1932-10-29",,"16.2","10.5"
"JA000047420","NEMURO, JA","1932-10-30",,"13.3","6.5"
"JA000047420","NEMURO, JA","1932-10-31",,"13.9","7.4"
"JA000047420","NEMURO, JA","1932-11-01",,"12.7","4.0"
"JA000047420","NEMURO, JA","1932-11-02",,"11.4","3.3"
"JA000047420","NEMURO, JA","1932-11-03",,"15.6","6.2"
"JA000047420","NEMURO, JA","1932-11-04",,"13.8","8.4"
"JA000047420","NEMURO, JA","1932-11-05",,"12.9","8.0"
"JA000047420","NEMURO, JA","1932-11-06",,"9.9","4.8"
"JA000047420","NEMURO, JA","1932-11-07",,"11.9","8.4"
"JA000047420","NEMURO, JA","1932-11-08",,"8.6","-0.7"
"JA000047420","NEMURO, JA","1932-11-09",,"10.7","-0.8"
"JA000047420","NEMURO, JA","1932-11-10",,"9.4","3.2"
"JA000047420","NEMURO, JA","1932-11-11",,"8.7","-0.5"
"JA000047420","NEMURO, JA","1932-11-12",,"9.4","2.5"
"JA000047420","NEMURO, JA","1932-11-13",,"9.3","5.3"
"JA000047420","NEMURO, JA","1932-11-14",,"8.4","0.2"
"JA000047420","NEMURO, JA","1932-11-15",,"6.9","4.7"
"JA000047420","NEMURO, JA","1932-11-16",,"7.7","2.3"
"JA000047420","NEMURO, JA","1932-11-17",,"4.5","1.1"
"JA000047420","NEMURO, JA","1932-11-18",,"6.9","0.2"
"JA000047420","NEMURO, JA","1932-11-19",,"7.9","0.0"
"JA000047420","NEMURO, JA","1932-11-20",,"8.2","0.0"
"JA000047420","NEMURO, JA","1932-11-21",,"7.4","0.0"
"JA000047420","NEMURO, JA","1932-11-22",,"10.9","-0.7"
"JA000047420","NEMURO, JA","1932-11-23",,"11.2","0.7"
"JA000047420","NEMURO, JA","1932-11-24",,"10.6","1.0"
"JA000047420","NEMURO, JA","1932-11-25",,"12.9","5.0"
"JA000047420","NEMURO, JA","1932-11-26",,"12.0","3.2"
"JA000047420","NEMURO, JA","1932-11-27",,"3.6","1.4"
"JA000047420","NEMURO, JA","1932-11-28",,"3.9","1.1"
"JA000047420","NEMURO, JA","1932-11-29",,"2.8","0.3"
"JA000047420","NEMURO, JA","1932-11-30",,"3.1","-0.8"
"JA000047420","NEMURO, JA","1932-12-01",,"5.2","-3.0"
"JA000047420","NEMURO, JA","1932-12-02",,"5.8","-2.5"
"JA000047420","NEMURO, JA","1932-12-03",,"-0.9","-5.1"
"JA000047420","NEMURO, JA","1932-12-04",,"3.7","-3.3"
"JA000047420","NEMURO, JA","1932-12-05",,"3.8","-2.0"
"JA000047420","NEMURO, JA","1932-12-06",,"5.5","-2.7"
"JA000047420","NEMURO, JA","1932-12-07",,"5.9","0.3"
"JA000047420","NEMURO, JA","1932-12-08",,"1.7","-1.3"
"JA000047420","NEMURO, JA","1932-12-09",,"2.3","-4.2"
"JA000047420","NEMURO, JA","1932-12-10",,"3.0","-2.1"
"JA000047420","NEMURO, JA","1932-12-11",,"6.1","-2.3"
"JA000047420","NEMURO, JA","1932-12-12",,"9.2","3.7"
"JA000047420","NEMURO, JA","1932-12-13",,"7.6","-1.6"
"JA000047420","NEMURO, JA","1932-12-14",,"3.0","-2.1"
"JA000047420","NEMURO, JA","1932-12-15",,"0.8","-3.8"
"JA000047420","NEMURO, JA","1932-12-16",,"-1.6","-4.6"
"JA000047420","NEMURO, JA","1932-12-17",,"7.6","-5.4"
"JA000047420","NEMURO, JA","1932-12-18",,"3.9","-1.1"
"JA000047420","NEMURO, JA","1932-12-19",,"1.6","-2.1"
"JA000047420","NEMURO, JA","1932-12-20",,"5.8","0.4"
"JA000047420","NEMURO, JA","1932-12-21",,"2.6","-3.5"
"JA000047420","NEMURO, JA","1932-12-22",,"1.6","-7.0"
"JA000047420","NEMURO, JA","1932-12-23",,"-1.8","-6.0"
"JA000047420","NEMURO, JA","1932-12-24",,"-1.7","-6.7"
"JA000047420","NEMURO, JA","1932-12-25",,"-2.6","-6.2"
"JA000047420","NEMURO, JA","1932-12-26",,"-0.7","-5.4"
"JA000047420","NEMURO, JA","1932-12-27",,"1.0","-5.9"
"JA000047420","NEMURO, JA","1932-12-28",,"0.2","-2.6"
"JA000047420","NEMURO, JA","1932-12-29",,"-1.3","-4.1"
"JA000047420","NEMURO, JA","1932-12-30",,"-2.6","-4.2"
"JA000047420","NEMURO, JA","1932-12-31",,"-1.5","-3.5"
"JA000047420","NEMURO, JA","1933-01-01",,"0.6","-4.8"
"JA000047420","NEMURO, JA","1933-01-02",,"0.6","-1.5"
"JA000047420","NEMURO, JA","1933-01-03",,"-0.7","-3.6"
"JA000047420","NEMURO, JA","1933-01-04",,"-0.1","-8.8"
"JA000047420","NEMURO, JA","1933-01-05",,"-0.4","-9.8"
"JA000047420","NEMURO, JA","1933-01-06",,"-1.1","-7.8"
"JA000047420","NEMURO, JA","1933-01-07",,"0.9","-4.1"
"JA000047420","NEMURO, JA","1933-01-08",,"2.7","-2.6"
"JA000047420","NEMURO, JA","1933-01-09",,"2.3","-3.1"
"JA000047420","NEMURO, JA","1933-01-10",,"-1.5","-5.6"
"JA000047420","NEMURO, JA","1933-01-11",,"3.3","-3.0"
"JA000047420","NEMURO, JA","1933-01-12",,"-2.5","-11.7"
"JA000047420","NEMURO, JA","1933-01-13",,"-9.1","-13.6"
"JA000047420","NEMURO, JA","1933-01-14",,"-5.3","-10.3"
"JA000047420","NEMURO, JA","1933-01-15",,"-5.0","-11.1"
"JA000047420","NEMURO, JA","1933-01-16",,"-2.7","-8.5"
"JA000047420","NEMURO, JA","1933-01-17",,"0.4","-8.0"
"JA000047420","NEMURO, JA","1933-01-18",,"0.3","-8.2"
"JA000047420","NEMURO, JA","1933-01-19",,"-6.3","-11.9"
"JA000047420","NEMURO, JA","1933-01-20",,"-5.4","-12.1"
"JA000047420","NEMURO, JA","1933-01-21",,"-4.8","-10.9"
"JA000047420","NEMURO, JA","1933-01-22",,"-1.3","-11.2"
"JA000047420","NEMURO, JA","1933-01-23",,"-2.8","-8.2"
"JA000047420","NEMURO, JA","1933-01-24",,"-3.0","-13.6"
"JA000047420","NEMURO, JA","1933-01-25",,"-2.5","-7.9"
"JA000047420","NEMURO, JA","1933-01-26",,"-4.0","-6.3"
"JA000047420","NEMURO, JA","1933-01-27",,"-4.5","-9.3"
"JA000047420","NEMURO, JA","1933-01-28",,"-3.4","-12.5"
"JA000047420","NEMURO, JA","1933-01-29",,"-2.6","-13.7"
"JA000047420","NEMURO, JA","1933-01-30",,"-6.3","-12.0"
"JA000047420","NEMURO, JA","1933-01-31",,"-8.8","-12.0"
"JA000047420","NEMURO, JA","1933-02-01",,"-7.7","-18.2"
"JA000047420","NEMURO, JA","1933-02-02",,"-2.6","-14.1"
"JA000047420","NEMURO, JA","1933-02-03",,"-3.3","-14.3"
"JA000047420","NEMURO, JA","1933-02-04",,"-5.0","-9.3"
"JA000047420","NEMURO, JA","1933-02-05",,"-4.3","-12.5"
"JA000047420","NEMURO, JA","1933-02-06",,"-3.2","-12.5"
"JA000047420","NEMURO, JA","1933-02-07",,"-0.6","-12.2"
"JA000047420","NEMURO, JA","1933-02-08",,"-0.8","-10.0"
"JA000047420","NEMURO, JA","1933-02-09",,"-1.6","-9.8"
"JA000047420","NEMURO, JA","1933-02-10",,"-4.6","-10.9"
"JA000047420","NEMURO, JA","1933-02-11",,"-3.4","-17.4"
"JA000047420","NEMURO, JA","1933-02-12",,"-7.7","-18.4"
"JA000047420","NEMURO, JA","1933-02-13",,"-6.5","-14.2"
"JA000047420","NEMURO, JA","1933-02-14",,"-2.7","-13.5"
"JA000047420","NEMURO, JA","1933-02-15",,"-2.0","-9.3"
"JA000047420","NEMURO, JA","1933-02-16",,"-8.5","-14.2"
"JA000047420","NEMURO, JA","1933-02-17",,"-7.2","-19.6"
"JA000047420","NEMURO, JA","1933-02-18",,"-6.3","-17.6"
"JA000047420","NEMURO, JA","1933-02-19",,"-3.6","-12.5"
"JA000047420","NEMURO, JA","1933-02-20",,"-2.6","-11.5"
"JA000047420","NEMURO, JA","1933-02-21",,"-2.1","-12.5"
"JA000047420","NEMURO, JA","1933-02-22",,"0.7","-6.8"
"JA000047420","NEMURO, JA","1933-02-23",,"-2.8","-9.0"
"JA000047420","NEMURO, JA","1933-02-24",,"-3.1","-10.3"
"JA000047420","NEMURO, JA","1933-02-25",,"-1.2","-7.5"
"JA000047420","NEMURO, JA","1933-02-26",,"-2.5","-10.2"
"JA000047420","NEMURO, JA","1933-02-27",,"-2.6","-13.1"
"JA000047420","NEMURO, JA","1933-02-28",,"-0.8","-11.3"
"JA000047420","NEMURO, JA","1933-03-01",,"0.9","-8.3"
"JA000047420","NEMURO, JA","1933-03-02",,"-1.9","-11.5"
"JA000047420","NEMURO, JA","1933-03-03",,"-2.7","-10.6"
"JA000047420","NEMURO, JA","1933-03-04",,"0.0","-11.0"
"JA000047420","NEMURO, JA","1933-03-05",,"1.9","-5.3"
"JA000047420","NEMURO, JA","1933-03-06",,"-2.6","-9.1"
"JA000047420","NEMURO, JA","1933-03-07",,"-3.7","-11.9"
"JA000047420","NEMURO, JA","1933-03-08",,"-4.0","-12.0"
"JA000047420","NEMURO, JA","1933-03-09",,"-2.8","-12.6"
"JA000047420","NEMURO, JA","1933-03-10",,"-1.8","-14.6"
"JA000047420","NEMURO, JA","1933-03-11",,"-4.6","-11.2"
"JA000047420","NEMURO, JA","1933-03-12",,"-2.0","-14.4"
"JA000047420","NEMURO, JA","1933-03-13",,"-0.2","-10.7"
"JA000047420","NEMURO, JA","1933-03-14",,"-3.1","-8.6"
